sgRNA	Gene	T0_1	T0_2	Tend_1	Tend_2
IGF1R_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__IGF1R	13	12	14	26
IGF1R_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__IGF1R	44	51	68	98
IGF1R_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__IGF1R	16	14	23	21
IGF1R_3__CDK2_1	CDK2__IGF1R	63	57	40	47
IGF1R_3__CDK2_2	CDK2__IGF1R	51	32	37	38
IGF1R_3__CDK2_3	CDK2__IGF1R	50	41	37	68
IGF1R_3__CDK2_4	CDK2__IGF1R	98	93	103	122
IGF1R_3__CTNNB1_1	CTNNB1__IGF1R	25	25	38	32
IGF1R_3__CTNNB1_2	CTNNB1__IGF1R	22	29	45	37
IGF1R_3__CTNNB1_3	CTNNB1__IGF1R	35	31	46	56
IGF1R_3__CTNNB1_4	CTNNB1__IGF1R	49	45	59	65
IGF1R_3__ETF1_1	ETF1__IGF1R	37	37	16	14
IGF1R_3__ETF1_2	ETF1__IGF1R	49	49	32	31
IGF1R_3__ETF1_3	ETF1__IGF1R	25	17	12	25
IGF1R_3__ETF1_4	ETF1__IGF1R	27	39	35	49
IGF1R_3__EZH2_1	EZH2__IGF1R	32	37	43	34
IGF1R_3__EZH2_2	EZH2__IGF1R	51	30	44	62
IGF1R_3__EZH2_3	EZH2__IGF1R	44	57	57	66
IGF1R_3__EZH2_4	EZH2__IGF1R	32	18	43	40
IGF1R_3__HSP90B1_1	HSP90B1__IGF1R	56	43	71	60
IGF1R_3__HSP90B1_2	HSP90B1__IGF1R	71	60	53	52
IGF1R_3__HSP90B1_3	HSP90B1__IGF1R	13	34	34	37
IGF1R_3__HSP90B1_4	HSP90B1__IGF1R	10	13	17	15
IGF1R_3__IGF1R_1	IGF1R__IGF1R	38	42	40	46
IGF1R_3__IGF1R_2	IGF1R__IGF1R	51	46	39	63
IGF1R_3__IGF1R_3	IGF1R__IGF1R	145	149	126	156
IGF1R_3__IGF1R_4	IGF1R__IGF1R	32	24	25	41
IGF1R_3__MAPK13_1	IGF1R__MAPK13	140	158	154	178
IGF1R_3__MAPK13_2	IGF1R__MAPK13	37	45	55	57
IGF1R_3__MAPK13_3	IGF1R__MAPK13	78	67	91	90
IGF1R_3__MAPK13_4	IGF1R__MAPK13	34	34	37	64
IGF1R_3__TRIB2_1	IGF1R__TRIB2	32	43	55	53
IGF1R_3__TRIB2_2	IGF1R__TRIB2	31	26	29	43
IGF1R_3__TRIB2_3	IGF1R__TRIB2	60	71	64	82
IGF1R_3__TRIB2_4	IGF1R__TRIB2	52	55	70	88
IGF1R_3__ULK1_1	IGF1R__ULK1	21	21	28	20
IGF1R_3__ULK1_2	IGF1R__ULK1	63	44	49	56
IGF1R_3__ULK1_3	IGF1R__ULK1	24	28	23	24
IGF1R_3__ULK1_4	IGF1R__ULK1	66	62	49	63
IGF1R_3__WNT5A_1	IGF1R__WNT5A	65	55	76	92
IGF1R_3__WNT5A_2	IGF1R__WNT5A	53	75	83	83
IGF1R_3__WNT5A_3	IGF1R__WNT5A	36	38	50	46
IGF1R_3__WNT5A_4	IGF1R__WNT5A	53	46	65	74
IGF1R_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__IGF1R	22	25	32	35
IGF1R_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__IGF1R	63	64	61	68
IGF1R_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__IGF1R	74	79	83	103
IGF1R_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__IGF1R	43	42	46	39
IGF1R_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__IGF1R	38	22	48	39
IGF1R_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__IGF1R	20	27	30	22
IGF1R_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__IGF1R	25	31	42	38
IGF1R_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__IGF1R	20	24	29	36
IGF1R_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__IGF1R	60	65	85	93
IGF1R_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__IGF1R	11	11	13	14
IGF1R_4__CDK2_1	CDK2__IGF1R	72	61	59	72
IGF1R_4__CDK2_2	CDK2__IGF1R	72	59	47	65
IGF1R_4__CDK2_3	CDK2__IGF1R	59	64	62	63
IGF1R_4__CDK2_4	CDK2__IGF1R	122	107	98	116
IGF1R_4__CTNNB1_1	CTNNB1__IGF1R	42	42	35	51
IGF1R_4__CTNNB1_2	CTNNB1__IGF1R	45	31	49	67
IGF1R_4__CTNNB1_3	CTNNB1__IGF1R	41	36	49	45
IGF1R_4__CTNNB1_4	CTNNB1__IGF1R	75	80	68	109
IGF1R_4__ETF1_1	ETF1__IGF1R	52	45	17	24
IGF1R_4__ETF1_2	ETF1__IGF1R	68	65	38	47
IGF1R_4__ETF1_3	ETF1__IGF1R	21	21	11	16
IGF1R_4__ETF1_4	ETF1__IGF1R	52	49	57	66
IGF1R_4__EZH2_1	EZH2__IGF1R	51	26	44	60
IGF1R_4__EZH2_2	EZH2__IGF1R	73	46	61	71
IGF1R_4__EZH2_3	EZH2__IGF1R	94	71	81	103
IGF1R_4__EZH2_4	EZH2__IGF1R	42	56	65	79
IGF1R_4__HSP90B1_1	HSP90B1__IGF1R	72	77	53	66
IGF1R_4__HSP90B1_2	HSP90B1__IGF1R	81	85	65	89
IGF1R_4__HSP90B1_3	HSP90B1__IGF1R	38	36	34	44
IGF1R_4__HSP90B1_4	HSP90B1__IGF1R	20	18	14	16
IGF1R_4__IGF1R_1	IGF1R__IGF1R	53	60	47	36
IGF1R_4__IGF1R_2	IGF1R__IGF1R	67	52	55	91
IGF1R_4__IGF1R_3	IGF1R__IGF1R	150	158	145	145
IGF1R_4__IGF1R_4	IGF1R__IGF1R	27	10	29	23
IGF1R_4__MAPK13_1	IGF1R__MAPK13	160	183	203	237
IGF1R_4__MAPK13_2	IGF1R__MAPK13	62	46	61	47
IGF1R_4__MAPK13_3	IGF1R__MAPK13	97	89	123	118
IGF1R_4__MAPK13_4	IGF1R__MAPK13	57	43	51	34
IGF1R_4__TRIB2_1	IGF1R__TRIB2	40	34	60	62
IGF1R_4__TRIB2_2	IGF1R__TRIB2	42	35	60	56
IGF1R_4__TRIB2_3	IGF1R__TRIB2	106	109	120	148
IGF1R_4__TRIB2_4	IGF1R__TRIB2	52	67	69	57
IGF1R_4__ULK1_1	IGF1R__ULK1	40	24	39	30
IGF1R_4__ULK1_2	IGF1R__ULK1	44	43	43	48
IGF1R_4__ULK1_3	IGF1R__ULK1	38	41	31	39
IGF1R_4__ULK1_4	IGF1R__ULK1	67	68	73	102
IGF1R_4__WNT5A_1	IGF1R__WNT5A	76	71	83	95
IGF1R_4__WNT5A_2	IGF1R__WNT5A	68	66	91	100
IGF1R_4__WNT5A_3	IGF1R__WNT5A	60	73	71	78
IGF1R_4__WNT5A_4	IGF1R__WNT5A	57	58	76	78
MAPK13_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__MAPK13	33	46	54	58
MAPK13_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__MAPK13	99	103	134	141
MAPK13_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__MAPK13	125	125	200	234
MAPK13_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__MAPK13	54	60	99	127
MAPK13_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__MAPK13	55	42	86	94
MAPK13_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__MAPK13	38	37	57	48
MAPK13_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__MAPK13	30	41	68	112
MAPK13_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__MAPK13	25	22	40	42
MAPK13_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__MAPK13	89	111	143	157
MAPK13_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__MAPK13	25	17	34	33
MAPK13_1__CDK2_1	CDK2__MAPK13	97	116	99	140
MAPK13_1__CDK2_2	CDK2__MAPK13	81	97	107	120
MAPK13_1__CDK2_3	CDK2__MAPK13	78	83	108	122
MAPK13_1__CDK2_4	CDK2__MAPK13	175	159	240	296
MAPK13_1__CTNNB1_1	CTNNB1__MAPK13	56	67	77	111
MAPK13_1__CTNNB1_2	CTNNB1__MAPK13	46	43	93	89
MAPK13_1__CTNNB1_3	CTNNB1__MAPK13	51	65	94	116
MAPK13_1__CTNNB1_4	CTNNB1__MAPK13	107	88	146	190
MAPK13_1__ETF1_1	ETF1__MAPK13	58	63	36	47
MAPK13_1__ETF1_2	ETF1__MAPK13	89	87	82	62
MAPK13_1__ETF1_3	ETF1__MAPK13	39	24	36	40
MAPK13_1__ETF1_4	ETF1__MAPK13	69	57	111	116
MAPK13_1__EZH2_1	EZH2__MAPK13	51	60	68	105
MAPK13_1__EZH2_2	EZH2__MAPK13	101	96	174	156
MAPK13_1__EZH2_3	EZH2__MAPK13	131	118	142	153
MAPK13_1__EZH2_4	EZH2__MAPK13	62	64	92	139
MAPK13_1__HSP90B1_1	HSP90B1__MAPK13	107	114	133	182
MAPK13_1__HSP90B1_2	HSP90B1__MAPK13	116	123	114	142
MAPK13_1__HSP90B1_3	HSP90B1__MAPK13	72	73	88	105
MAPK13_1__HSP90B1_4	HSP90B1__MAPK13	24	28	50	58
MAPK13_1__IGF1R_1	IGF1R__MAPK13	82	80	84	103
MAPK13_1__IGF1R_2	IGF1R__MAPK13	89	76	96	157
MAPK13_1__IGF1R_3	IGF1R__MAPK13	270	237	278	317
MAPK13_1__IGF1R_4	IGF1R__MAPK13	44	44	40	31
MAPK13_1__MAPK13_1	MAPK13__MAPK13	322	278	399	519
MAPK13_1__MAPK13_2	MAPK13__MAPK13	68	66	113	148
MAPK13_1__MAPK13_3	MAPK13__MAPK13	110	118	182	216
MAPK13_1__MAPK13_4	MAPK13__MAPK13	61	61	88	133
MAPK13_1__TRIB2_1	MAPK13__TRIB2	88	70	105	148
MAPK13_1__TRIB2_2	MAPK13__TRIB2	76	72	109	112
MAPK13_1__TRIB2_3	MAPK13__TRIB2	99	135	228	259
MAPK13_1__TRIB2_4	MAPK13__TRIB2	93	88	139	167
MAPK13_1__ULK1_1	MAPK13__ULK1	40	38	59	51
MAPK13_1__ULK1_2	MAPK13__ULK1	62	60	89	101
MAPK13_1__ULK1_3	MAPK13__ULK1	53	63	50	71
MAPK13_1__ULK1_4	MAPK13__ULK1	95	101	144	170
MAPK13_1__WNT5A_1	MAPK13__WNT5A	123	114	153	170
MAPK13_1__WNT5A_2	MAPK13__WNT5A	111	116	170	208
MAPK13_1__WNT5A_3	MAPK13__WNT5A	66	59	105	133
MAPK13_1__WNT5A_4	MAPK13__WNT5A	109	105	174	253
MAPK13_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__MAPK13	56	46	72	107
MAPK13_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__MAPK13	106	138	178	206
MAPK13_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__MAPK13	155	157	217	302
MAPK13_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__MAPK13	70	100	120	167
MAPK13_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__MAPK13	52	58	101	102
MAPK13_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__MAPK13	54	41	65	67
MAPK13_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__MAPK13	46	61	92	98
MAPK13_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__MAPK13	35	39	60	61
MAPK13_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__MAPK13	128	139	237	257
MAPK13_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__MAPK13	34	29	59	55
MAPK13_2__CDK2_1	CDK2__MAPK13	164	141	162	178
MAPK13_2__CDK2_2	CDK2__MAPK13	130	131	153	163
MAPK13_2__CDK2_3	CDK2__MAPK13	124	149	180	202
MAPK13_2__CDK2_4	CDK2__MAPK13	203	192	296	287
MAPK13_2__CTNNB1_1	CTNNB1__MAPK13	71	80	129	139
MAPK13_2__CTNNB1_2	CTNNB1__MAPK13	84	82	124	180
MAPK13_2__CTNNB1_3	CTNNB1__MAPK13	70	76	151	179
MAPK13_2__CTNNB1_4	CTNNB1__MAPK13	113	119	176	217
MAPK13_2__ETF1_1	ETF1__MAPK13	85	90	55	59
MAPK13_2__ETF1_2	ETF1__MAPK13	105	127	104	119
MAPK13_2__ETF1_3	ETF1__MAPK13	42	34	63	65
MAPK13_2__ETF1_4	ETF1__MAPK13	91	105	139	216
MAPK13_2__EZH2_1	EZH2__MAPK13	82	76	113	144
MAPK13_2__EZH2_2	EZH2__MAPK13	109	120	182	224
MAPK13_2__EZH2_3	EZH2__MAPK13	136	135	227	234
MAPK13_2__EZH2_4	EZH2__MAPK13	82	94	163	173
MAPK13_2__HSP90B1_1	HSP90B1__MAPK13	143	145	196	221
MAPK13_2__HSP90B1_2	HSP90B1__MAPK13	169	150	165	239
MAPK13_2__HSP90B1_3	HSP90B1__MAPK13	71	63	115	130
MAPK13_2__HSP90B1_4	HSP90B1__MAPK13	46	53	64	90
MAPK13_2__IGF1R_1	IGF1R__MAPK13	97	98	114	103
MAPK13_2__IGF1R_2	IGF1R__MAPK13	124	99	172	199
MAPK13_2__IGF1R_3	IGF1R__MAPK13	335	336	354	446
MAPK13_2__IGF1R_4	IGF1R__MAPK13	43	52	40	68
MAPK13_2__MAPK13_1	MAPK13__MAPK13	344	355	513	632
MAPK13_2__MAPK13_2	MAPK13__MAPK13	126	137	172	201
MAPK13_2__MAPK13_3	MAPK13__MAPK13	151	181	311	393
MAPK13_2__MAPK13_4	MAPK13__MAPK13	87	86	147	180
MAPK13_2__TRIB2_1	MAPK13__TRIB2	104	107	179	198
MAPK13_2__TRIB2_2	MAPK13__TRIB2	80	70	146	128
MAPK13_2__TRIB2_3	MAPK13__TRIB2	171	209	297	383
MAPK13_2__TRIB2_4	MAPK13__TRIB2	114	120	179	228
MAPK13_2__ULK1_1	MAPK13__ULK1	47	51	76	99
MAPK13_2__ULK1_2	MAPK13__ULK1	98	88	133	140
MAPK13_2__ULK1_3	MAPK13__ULK1	64	76	75	105
MAPK13_2__ULK1_4	MAPK13__ULK1	171	159	224	281
MAPK13_2__WNT5A_1	MAPK13__WNT5A	126	161	223	271
MAPK13_2__WNT5A_2	MAPK13__WNT5A	155	179	280	316
MAPK13_2__WNT5A_3	MAPK13__WNT5A	110	125	148	197
MAPK13_2__WNT5A_4	MAPK13__WNT5A	159	143	222	273
MAPK13_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__MAPK13	44	44	102	100
MAPK13_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__MAPK13	146	142	239	290
MAPK13_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__MAPK13	183	223	312	393
MAPK13_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__MAPK13	76	74	146	169
MAPK13_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__MAPK13	77	63	153	175
MAPK13_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__MAPK13	48	36	65	101
MAPK13_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__MAPK13	56	70	128	127
MAPK13_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__MAPK13	37	30	81	81
MAPK13_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__MAPK13	158	173	330	404
MAPK13_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__MAPK13	19	31	47	53
MAPK13_3__CDK2_1	CDK2__MAPK13	191	179	214	250
MAPK13_3__CDK2_2	CDK2__MAPK13	126	141	198	176
MAPK13_3__CDK2_3	CDK2__MAPK13	135	130	184	247
MAPK13_3__CDK2_4	CDK2__MAPK13	242	262	314	409
MAPK13_3__CTNNB1_1	CTNNB1__MAPK13	97	73	156	193
MAPK13_3__CTNNB1_2	CTNNB1__MAPK13	83	89	155	209
MAPK13_3__CTNNB1_3	CTNNB1__MAPK13	93	92	164	225
MAPK13_3__CTNNB1_4	CTNNB1__MAPK13	134	135	247	295
MAPK13_3__ETF1_1	ETF1__MAPK13	106	104	72	95
MAPK13_3__ETF1_2	ETF1__MAPK13	145	150	120	143
MAPK13_3__ETF1_3	ETF1__MAPK13	43	38	65	93
MAPK13_3__ETF1_4	ETF1__MAPK13	114	96	150	246
MAPK13_3__EZH2_1	EZH2__MAPK13	86	78	140	159
MAPK13_3__EZH2_2	EZH2__MAPK13	133	157	261	302
MAPK13_3__EZH2_3	EZH2__MAPK13	151	154	270	338
MAPK13_3__EZH2_4	EZH2__MAPK13	110	78	198	251
MAPK13_3__HSP90B1_1	HSP90B1__MAPK13	158	154	235	272
MAPK13_3__HSP90B1_2	HSP90B1__MAPK13	182	181	232	256
MAPK13_3__HSP90B1_3	HSP90B1__MAPK13	97	88	165	220
MAPK13_3__HSP90B1_4	HSP90B1__MAPK13	46	44	86	96
MAPK13_3__IGF1R_1	IGF1R__MAPK13	138	144	177	252
MAPK13_3__IGF1R_2	IGF1R__MAPK13	142	154	207	302
MAPK13_3__IGF1R_3	IGF1R__MAPK13	407	374	489	563
MAPK13_3__IGF1R_4	IGF1R__MAPK13	60	55	67	95
MAPK13_3__MAPK13_1	MAPK13__MAPK13	439	384	649	813
MAPK13_3__MAPK13_2	MAPK13__MAPK13	145	125	202	258
MAPK13_3__MAPK13_3	MAPK13__MAPK13	222	236	368	446
MAPK13_3__MAPK13_4	MAPK13__MAPK13	106	90	175	201
MAPK13_3__TRIB2_1	MAPK13__TRIB2	122	131	239	260
MAPK13_3__TRIB2_2	MAPK13__TRIB2	76	86	166	202
MAPK13_3__TRIB2_3	MAPK13__TRIB2	187	192	358	526
MAPK13_3__TRIB2_4	MAPK13__TRIB2	117	140	229	253
MAPK13_3__ULK1_1	MAPK13__ULK1	69	63	115	150
MAPK13_3__ULK1_2	MAPK13__ULK1	91	116	142	187
MAPK13_3__ULK1_3	MAPK13__ULK1	92	75	120	126
MAPK13_3__ULK1_4	MAPK13__ULK1	156	154	265	310
MAPK13_3__WNT5A_1	MAPK13__WNT5A	195	163	251	322
MAPK13_3__WNT5A_2	MAPK13__WNT5A	204	222	328	358
MAPK13_3__WNT5A_3	MAPK13__WNT5A	126	146	252	301
MAPK13_3__WNT5A_4	MAPK13__WNT5A	135	127	270	307
MAPK13_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__MAPK13	30	21	39	41
MAPK13_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__MAPK13	67	80	99	100
MAPK13_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__MAPK13	106	98	136	157
MAPK13_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__MAPK13	42	43	42	63
MAPK13_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__MAPK13	41	42	74	70
MAPK13_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__MAPK13	20	23	42	53
MAPK13_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__MAPK13	38	30	50	40
MAPK13_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__MAPK13	14	20	28	37
MAPK13_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__MAPK13	70	77	109	137
MAPK13_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__MAPK13	13	19	27	29
MAPK13_4__CDK2_1	CDK2__MAPK13	87	78	84	91
MAPK13_4__CDK2_2	CDK2__MAPK13	68	65	71	91
MAPK13_4__CDK2_3	CDK2__MAPK13	69	59	80	87
MAPK13_4__CDK2_4	CDK2__MAPK13	110	105	159	164
MAPK13_4__CTNNB1_1	CTNNB1__MAPK13	33	44	58	47
MAPK13_4__CTNNB1_2	CTNNB1__MAPK13	48	44	68	88
MAPK13_4__CTNNB1_3	CTNNB1__MAPK13	73	50	69	93
MAPK13_4__CTNNB1_4	CTNNB1__MAPK13	71	59	94	125
MAPK13_4__ETF1_1	ETF1__MAPK13	53	38	30	31
MAPK13_4__ETF1_2	ETF1__MAPK13	66	73	57	58
MAPK13_4__ETF1_3	ETF1__MAPK13	28	22	38	37
MAPK13_4__ETF1_4	ETF1__MAPK13	40	80	88	102
MAPK13_4__EZH2_1	EZH2__MAPK13	54	33	65	72
MAPK13_4__EZH2_2	EZH2__MAPK13	67	56	84	107
MAPK13_4__EZH2_3	EZH2__MAPK13	69	80	98	125
MAPK13_4__EZH2_4	EZH2__MAPK13	54	56	83	112
MAPK13_4__HSP90B1_1	HSP90B1__MAPK13	73	83	99	139
MAPK13_4__HSP90B1_2	HSP90B1__MAPK13	99	74	99	143
MAPK13_4__HSP90B1_3	HSP90B1__MAPK13	40	41	57	41
MAPK13_4__HSP90B1_4	HSP90B1__MAPK13	17	31	34	49
MAPK13_4__IGF1R_1	IGF1R__MAPK13	64	59	57	82
MAPK13_4__IGF1R_2	IGF1R__MAPK13	74	69	88	118
MAPK13_4__IGF1R_3	IGF1R__MAPK13	206	184	198	232
MAPK13_4__IGF1R_4	IGF1R__MAPK13	33	38	33	24
MAPK13_4__MAPK13_1	MAPK13__MAPK13	183	168	261	303
MAPK13_4__MAPK13_2	MAPK13__MAPK13	74	65	82	111
MAPK13_4__MAPK13_3	MAPK13__MAPK13	110	92	160	197
MAPK13_4__MAPK13_4	MAPK13__MAPK13	67	51	70	73
MAPK13_4__TRIB2_1	MAPK13__TRIB2	58	59	96	136
MAPK13_4__TRIB2_2	MAPK13__TRIB2	48	46	41	63
MAPK13_4__TRIB2_3	MAPK13__TRIB2	103	125	182	260
MAPK13_4__TRIB2_4	MAPK13__TRIB2	54	71	80	85
MAPK13_4__ULK1_1	MAPK13__ULK1	27	27	51	45
MAPK13_4__ULK1_2	MAPK13__ULK1	49	55	73	84
MAPK13_4__ULK1_3	MAPK13__ULK1	42	35	45	43
MAPK13_4__ULK1_4	MAPK13__ULK1	68	74	87	150
MAPK13_4__WNT5A_1	MAPK13__WNT5A	93	87	128	133
MAPK13_4__WNT5A_2	MAPK13__WNT5A	95	106	124	155
MAPK13_4__WNT5A_3	MAPK13__WNT5A	60	59	89	120
MAPK13_4__WNT5A_4	MAPK13__WNT5A	63	60	97	113
TRIB2_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__TRIB2	39	52	100	111
TRIB2_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__TRIB2	145	142	256	268
TRIB2_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__TRIB2	213	213	375	408
TRIB2_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__TRIB2	80	71	150	144
TRIB2_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__TRIB2	75	81	157	159
TRIB2_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__TRIB2	47	44	55	96
TRIB2_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__TRIB2	64	57	85	139
TRIB2_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__TRIB2	31	36	70	91
TRIB2_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__TRIB2	154	129	284	317
TRIB2_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__TRIB2	27	36	51	60
TRIB2_1__CDK2_1	CDK2__TRIB2	186	194	158	215
TRIB2_1__CDK2_2	CDK2__TRIB2	116	134	189	189
TRIB2_1__CDK2_3	CDK2__TRIB2	125	141	188	246
TRIB2_1__CDK2_4	CDK2__TRIB2	238	241	329	427
TRIB2_1__CTNNB1_1	CTNNB1__TRIB2	86	77	179	200
TRIB2_1__CTNNB1_2	CTNNB1__TRIB2	91	72	171	218
TRIB2_1__CTNNB1_3	CTNNB1__TRIB2	92	82	164	205
TRIB2_1__CTNNB1_4	CTNNB1__TRIB2	121	148	223	332
TRIB2_1__ETF1_1	ETF1__TRIB2	83	104	54	66
TRIB2_1__ETF1_2	ETF1__TRIB2	139	131	102	141
TRIB2_1__ETF1_3	ETF1__TRIB2	46	51	81	111
TRIB2_1__ETF1_4	ETF1__TRIB2	112	103	212	219
TRIB2_1__EZH2_1	EZH2__TRIB2	97	99	154	208
TRIB2_1__EZH2_2	EZH2__TRIB2	110	123	200	239
TRIB2_1__EZH2_3	EZH2__TRIB2	161	143	252	258
TRIB2_1__EZH2_4	EZH2__TRIB2	87	107	213	266
TRIB2_1__HSP90B1_1	HSP90B1__TRIB2	156	164	201	266
TRIB2_1__HSP90B1_2	HSP90B1__TRIB2	183	152	216	232
TRIB2_1__HSP90B1_3	HSP90B1__TRIB2	65	76	124	150
TRIB2_1__HSP90B1_4	HSP90B1__TRIB2	43	49	81	96
TRIB2_1__IGF1R_1	IGF1R__TRIB2	124	106	152	183
TRIB2_1__IGF1R_2	IGF1R__TRIB2	154	125	246	290
TRIB2_1__IGF1R_3	IGF1R__TRIB2	379	386	475	563
TRIB2_1__IGF1R_4	IGF1R__TRIB2	55	56	66	82
TRIB2_1__MAPK13_1	MAPK13__TRIB2	394	408	678	877
TRIB2_1__MAPK13_2	MAPK13__TRIB2	136	124	217	262
TRIB2_1__MAPK13_3	MAPK13__TRIB2	221	196	368	456
TRIB2_1__MAPK13_4	MAPK13__TRIB2	104	114	188	222
TRIB2_1__TRIB2_1	TRIB2__TRIB2	107	110	216	250
TRIB2_1__TRIB2_2	TRIB2__TRIB2	86	91	152	181
TRIB2_1__TRIB2_3	TRIB2__TRIB2	190	212	409	486
TRIB2_1__TRIB2_4	TRIB2__TRIB2	140	133	262	284
TRIB2_1__ULK1_1	TRIB2__ULK1	67	64	89	109
TRIB2_1__ULK1_2	TRIB2__ULK1	129	98	155	214
TRIB2_1__ULK1_3	TRIB2__ULK1	81	89	120	133
TRIB2_1__ULK1_4	TRIB2__ULK1	191	161	322	364
TRIB2_1__WNT5A_1	TRIB2__WNT5A	212	168	282	389
TRIB2_1__WNT5A_2	TRIB2__WNT5A	194	195	319	380
TRIB2_1__WNT5A_3	TRIB2__WNT5A	115	129	201	235
TRIB2_1__WNT5A_4	TRIB2__WNT5A	161	163	283	372
TRIB2_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__TRIB2	23	19	53	54
TRIB2_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__TRIB2	59	66	106	157
TRIB2_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__TRIB2	101	95	154	198
TRIB2_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__TRIB2	43	33	69	85
TRIB2_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__TRIB2	31	36	43	56
TRIB2_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__TRIB2	23	18	40	40
TRIB2_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__TRIB2	39	27	55	66
TRIB2_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__TRIB2	18	14	31	44
TRIB2_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__TRIB2	101	85	168	228
TRIB2_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__TRIB2	20	19	28	26
TRIB2_2__CDK2_1	CDK2__TRIB2	71	86	96	117
TRIB2_2__CDK2_2	CDK2__TRIB2	61	68	69	98
TRIB2_2__CDK2_3	CDK2__TRIB2	66	53	79	108
TRIB2_2__CDK2_4	CDK2__TRIB2	112	105	174	225
TRIB2_2__CTNNB1_1	CTNNB1__TRIB2	40	34	74	89
TRIB2_2__CTNNB1_2	CTNNB1__TRIB2	25	34	61	72
TRIB2_2__CTNNB1_3	CTNNB1__TRIB2	46	39	69	90
